Id,StartTime,KeyPressed,FullWord,EndTime,FlightTime,KeyHoldTime,DeviceId,CreatedAt,ModifiedAt,KeyEncoded,HMM_LogLikelihood_PerUser,HMM_HiddenState,HMM_HiddenState_TransitionCount,HMM_HiddenState_Duration,TypingSpeed,KeySequenceChangeRate,InterKeyInterval_Mean,InterKeyInterval_Std,Burstiness,TransitionEntropy,DominantHiddenState,TimeSinceLastKeyPress,AvgSessionLength
1,-1,W,W,1737542497876,-0.0349279520841715,-0.037973316229267196,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,33,29071.893107026444,2,8,12.307304785894207,-28.630364516938734,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.0,51.43157894736842
2,1737542497876,a,Wa,1737542497903,-0.03488064648715701,-0.03792388435993644,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,34,29071.893107026444,2,8,12.307304785894207,-28.669193398356253,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.0349279520841715,51.43157894736842
3,1737542497903,n,Wan,1737542497911,-0.03491393561098202,-0.03795810642331927,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,47,29071.893107026444,2,8,12.307304785894207,-28.641858401246935,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.06980859857132851,51.43157894736842
4,1737542497911,j,Wanj,1737542497918,-0.0349156876701307,-0.03796571132629323,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,43,29071.893107026444,2,8,12.307304785894207,-28.640421161043587,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.10472253418231053,51.43157894736842
5,1737542497918,i,Wanji,1737542497926,-0.03491393561098202,-0.03796951377778021,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,42,29071.893107026444,2,8,12.307304785894207,-28.641858401246935,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.13963822185244124,51.43157894736842
6,1737542497926, ,Wanji ,1737542497934,-0.03491393561098202,-0.03796190887480625,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,1,29071.893107026444,2,8,12.307304785894207,-28.641858401246935,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.17455215746342326,51.43157894736842
7,1737542497934,a,Wanji a,1737542497944,-0.03491043149268465,-0.03794669906885832,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,34,29071.893107026444,2,8,12.307304785894207,-28.644733314440593,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.20946609307440528,51.43157894736842
8,1737542497944,b,Wanji ab,1737542497949,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,35,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.24437652456708991,51.43157894736842
9,1737542497949,,Wanji ab,1737542497953,-0.03492094384757676,-0.03796571132629323,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,60,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.279295716355518,51.43157894736842
10,1737542497953,Backspace,Wanji a,1737542497960,-0.0349156876701307,-0.03796190887480625,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,21,29071.893107026444,2,8,12.307304785894207,-28.640421161043587,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.31421666020309474,51.43157894736842
11,1737542497960,Backspace,Wanji ,1737542497964,-0.03492094384757676,-0.037973316229267196,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,21,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.34913234787322545,51.43157894736842
12,1737542497964,b,Wanji b,1737542497968,-0.03492094384757676,-0.03796571132629323,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,35,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.3840532917208022,51.43157894736842
13,1737542497968,a,Wanji ba,1737542497971,-0.03492269590672544,-0.037973316229267196,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,34,29071.893107026444,2,8,12.307304785894207,-28.6346736423467,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.418974235568379,51.43157894736842
14,1737542497971,b,Wanji bab,1737542497975,-0.03492094384757676,-0.03796571132629323,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,35,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.4538969314751044,51.43157894736842
15,1737542497975,e,Wanji babe,1737542497979,-0.03492094384757676,-0.03796571132629323,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,38,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.4888178753226812,51.43157894736842
16,1737542497979,,Wanji babe,1737542497982,-0.03492269590672544,-0.03796951377778021,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,60,29071.893107026444,2,8,12.307304785894207,-28.6346736423467,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.5237388191702579,51.43157894736842
17,1737542497982, ,Wanji babe ,1737542497986,-0.03492094384757676,-0.03796190887480625,6PREUN,2025-01-22 10:41:39.287,2025-01-22 10:41:39.287,1,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.5586615150769834,51.43157894736842
18,1737542497986,Backspace,Y,1737543304961,1.3789399794257715,1.1894199992533823,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,21,29071.893107026444,3,8,12.307304785894207,0.7251947256010574,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.5935824589245601,51.43157894736842
19,1737543304961,e,Ye,1737543305219,-0.03447592082381081,-0.03728887496161058,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,38,29071.893107026444,2,8,12.307304785894207,-29.005751727720337,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.7853575205012114,51.43157894736842
20,1737543305219,s,Yes,1737543305407,-0.03459856496421875,-0.037760378945996244,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,51,29071.893107026444,2,8,12.307304785894207,-28.90293285383897,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.7508815996774006,51.43157894736842
21,1737543305407, ,Yes ,1737543305689,-0.034433871404242374,-0.03733070192796738,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,1,29071.893107026444,2,8,12.307304785894207,-29.04117252051991,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.7162830347131819,51.43157894736842
22,1737543305689,b,Yes b,1737543306309,-0.033841675411986905,-0.037030308260495866,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,35,29071.893107026444,2,8,12.307304785894207,-29.549364439734404,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.6818491633089395,51.43157894736842
23,1737543306309,a,Yes ba,1737543306589,-0.03443737552253975,-0.03744097302108983,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,34,29071.893107026444,2,8,12.307304785894207,-29.038217483951005,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.6480074878969526,51.43157894736842
24,1737543306589,b,Yes bab,1737543307021,-0.034171062531939654,-0.03682497588019888,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,35,29071.893107026444,2,8,12.307304785894207,-29.264527524284652,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.6135701123744128,51.43157894736842
25,1737543307021,e,Yes babe,1737543307271,-0.03448993729700029,-0.03759307108056908,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,38,29071.893107026444,2,8,12.307304785894207,-28.993963989809092,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.5793990498424731,51.43157894736842
26,1737543307271,,Yes babe,1737543308027,-0.03360339536776576,-0.036535989567188315,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,60,29071.893107026444,2,8,12.307304785894207,-29.758897547575067,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.5449091125454728,51.43157894736842
27,1737543308027, ,Yes babe ,1737543308039,-0.03490692737438728,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,1,29071.893107026444,2,8,12.307304785894207,-28.647608804828327,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.511305717177707,51.43157894736842
28,1737543308039,Backspace,O,1737543352501,0.042972101784653535,0.04655898277781103,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,21,29071.893107026444,1,8,12.307304785894207,23.27091202127624,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.47639878980331973,51.43157894736842
29,1737543352501,k,Ok,1737543352690,-0.034596812905070065,-0.037688132367743606,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,44,29071.893107026444,2,8,12.307304785894207,-28.904396562304523,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.5193708915879732,51.43157894736842
30,1737543352690,,Ok,1737543352850,-0.03464762262038192,-0.0377299593341004,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,60,29071.893107026444,2,8,12.307304785894207,-28.862009118390038,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.4847740786829032,51.43157894736842
31,1737543352850,a,Oka,1737543353033,-0.03460732525996217,-0.03783642797573587,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,34,29071.893107026444,2,8,12.307304785894207,-28.89561653459875,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.4501264560625213,51.43157894736842
32,1737543353033,,Oka,1737543353190,-0.03465287879782798,-0.03761588578949096,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,60,29071.893107026444,2,8,12.307304785894207,-28.857631304868075,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.4155191308025591,51.43157894736842
